作者,fix总数,fix过的提交种类数,此人进行过的merge总数,此人merge过的库的种类数,commit总数
Aaro Koskinen ,2,2,#N/A,#N/A,
Aaro Koskinen ,2,2,#N/A,#N/A,
Aaron Liu ,4,1,#N/A,#N/A,
Aaron Liu ,4,1,#N/A,#N/A,
abdoulaye berthe ,1,1,#N/A,#N/A,
abdoulaye berthe ,1,1,#N/A,#N/A,
Abdul Kabbani ,1,1,#N/A,#N/A,
Abdul Kabbani ,1,1,#N/A,#N/A,
Abhi Das ,1,1,#N/A,#N/A,
Abhi Das ,1,1,#N/A,#N/A,
Adam Williamson ,1,1,#N/A,#N/A,
Adam Williamson ,1,1,#N/A,#N/A,
Aditya Pakki ,2,2,#N/A,#N/A,
Aditya Pakki ,2,2,#N/A,#N/A,
Adrian Huang ,4,2,#N/A,#N/A,
Adrian Huang ,4,2,#N/A,#N/A,
Adrian Hunter ,2,1,#N/A,#N/A,
Adrian Hunter ,2,1,#N/A,#N/A,
Aharon Landau ,1,1,#N/A,#N/A,
Aharon Landau ,1,1,#N/A,#N/A,
Ahmad Fatoum ,1,1,#N/A,#N/A,
Ahmad Fatoum ,1,1,#N/A,#N/A,
Ahzo ,1,1,#N/A,#N/A,
Ahzo ,1,1,#N/A,#N/A,
Ajay Gupta ,1,1,#N/A,#N/A,
Ajay Gupta ,1,1,#N/A,#N/A,
Ajay Singh ,6,1,#N/A,#N/A,
Ajay Singh ,6,1,#N/A,#N/A,
Akeem G Abodunrin ,1,1,#N/A,#N/A,
Akeem G Abodunrin ,1,1,#N/A,#N/A,
Akhil P Oommen ,1,1,#N/A,#N/A,
Akhil P Oommen ,1,1,#N/A,#N/A,
Akinobu Mita ,13,1,#N/A,#N/A,
Akinobu Mita ,13,1,#N/A,#N/A,
Akshu Agrawal ,2,2,#N/A,#N/A,
Akshu Agrawal ,2,2,#N/A,#N/A,
Al Cooper ,6,1,#N/A,#N/A,
Al Cooper ,6,1,#N/A,#N/A,
Al Viro ,47,6,#N/A,#N/A,
Al Viro ,47,6,#N/A,#N/A,
Alain Michaud ,3,1,#N/A,#N/A,
Alain Michaud ,3,1,#N/A,#N/A,
Alain Volmat ,1,1,#N/A,#N/A,
Alain Volmat ,1,1,#N/A,#N/A,
Alan Maguire ,2,2,#N/A,#N/A,
Alan Maguire ,2,2,#N/A,#N/A,
Alan Stern ,2,1,#N/A,#N/A,
Alan Stern ,2,1,#N/A,#N/A,
Alberto Mattea ,1,1,#N/A,#N/A,
Alberto Mattea ,1,1,#N/A,#N/A,
Aleksa Sarai ,4,1,#N/A,#N/A,
Aleksa Sarai ,4,1,#N/A,#N/A,
Alex Deucher ,31,2,#N/A,#N/A,
Alex Deucher ,31,2,#N/A,#N/A,
Alex Maftei (amaftei) ,13,1,#N/A,#N/A,
Alex Maftei (amaftei) ,13,1,#N/A,#N/A,
Alex Marginean ,6,2,#N/A,#N/A,
Alex Marginean ,6,2,#N/A,#N/A,
Alex Shi ,20,1,#N/A,#N/A,
Alex Shi ,20,1,#N/A,#N/A,
Alex Sierra ,8,1,#N/A,#N/A,
Alex Sierra ,8,1,#N/A,#N/A,
Alex Sverdlin ,1,1,#N/A,#N/A,
Alex Sverdlin ,1,1,#N/A,#N/A,
Alex Williams ,1,1,#N/A,#N/A,
Alex Williams ,1,1,#N/A,#N/A,
Alexander Lobakin ,10,4,#N/A,#N/A,
Alexander Lobakin ,10,4,#N/A,#N/A,
Alexander Potapenko ,2,2,#N/A,#N/A,
Alexander Potapenko ,2,2,#N/A,#N/A,
Alexander Shishkin ,4,4,#N/A,#N/A,
Alexander Shishkin ,4,4,#N/A,#N/A,
Alexander Tsoy ,3,1,#N/A,#N/A,
Alexander Tsoy ,3,1,#N/A,#N/A,
Alexandra Winter ,1,1,#N/A,#N/A,
Alexandra Winter ,1,1,#N/A,#N/A,
Alexandre Belloni ,16,4,#N/A,#N/A,
Alexandre Belloni ,16,4,#N/A,#N/A,
Alexandre Ghiti ,2,1,#N/A,#N/A,
Alexandre Ghiti ,2,1,#N/A,#N/A,
Alexandre Oliva ,1,1,#N/A,#N/A,
Alexandre Oliva ,1,1,#N/A,#N/A,
Alexandru Ardelean ,5,1,#N/A,#N/A,
Alexandru Ardelean ,5,1,#N/A,#N/A,
Alexandru Elisei ,1,1,#N/A,#N/A,
Alexandru Elisei ,1,1,#N/A,#N/A,
Alexandru M Stan ,1,1,#N/A,#N/A,
Alexandru M Stan ,1,1,#N/A,#N/A,
Alexandru Tachici ,4,2,#N/A,#N/A,
Alexandru Tachici ,4,2,#N/A,#N/A,
Alexei Starovoitov ,20,4,#N/A,10,
Alexei Starovoitov ,20,4,#N/A,10,
Alexey Dobriyan ,11,1,#N/A,10,
Alexey Dobriyan ,11,1,#N/A,10,
Alistair Delva ,1,1,#N/A,10,
Alistair Delva ,1,1,#N/A,10,
Alvin Lee ,3,1,#N/A,10,
Alvin Lee ,3,1,#N/A,10,
Amadeusz S??awiński ,10,2,#N/A,10,
Amadeusz S??awiński ,10,2,#N/A,10,
Amanda Liu ,1,1,#N/A,10,
Amanda Liu ,1,1,#N/A,10,
Amelie Delaunay ,1,1,#N/A,10,
Amelie Delaunay ,1,1,#N/A,10,
Amir Goldstein ,10,4,#N/A,10,
Amir Goldstein ,10,4,#N/A,10,
Amit Cohen ,16,2,#N/A,10,
Amit Cohen ,16,2,#N/A,10,
Amit Kucheria ,11,1,#N/A,10,
Amit Kucheria ,11,1,#N/A,10,
Amol Grover ,8,2,#N/A,10,
Amol Grover ,8,2,#N/A,10,
Amritha Nambiar ,1,1,#N/A,10,
Amritha Nambiar ,1,1,#N/A,10,
Anand Jain ,8,2,#N/A,10,
Anand Jain ,8,2,#N/A,10,
Anand Lodnoor ,11,1,#N/A,10,
Anand Lodnoor ,11,1,#N/A,10,
Anatol Pomazau ,1,1,#N/A,10,
Anatol Pomazau ,1,1,#N/A,10,
Andi Kleen ,2,1,#N/A,10,
Andi Kleen ,2,1,#N/A,10,
André Hentschel ,2,1,#N/A,10,
André Hentschel ,2,1,#N/A,10,
Andrea Parri ,3,1,#N/A,10,
Andrea Parri ,3,1,#N/A,10,
Andreas Dilger ,1,1,#N/A,10,
Andreas Dilger ,1,1,#N/A,10,
Andreas Gruenbacher ,4,2,#N/A,10,
Andreas Gruenbacher ,4,2,#N/A,10,
Andreas Kemnade ,1,1,#N/A,10,
Andreas Kemnade ,1,1,#N/A,10,
Andreas Larsson ,1,1,#N/A,10,
Andreas Larsson ,1,1,#N/A,10,
Andrei Otcheretianski ,3,1,#N/A,10,
Andrei Otcheretianski ,3,1,#N/A,10,
Andrei Vagin ,23,1,#N/A,10,
Andrei Vagin ,23,1,#N/A,10,
Andres Freund ,1,1,#N/A,10,
Andres Freund ,1,1,#N/A,10,
Andrew F. Davis ,5,2,#N/A,10,
Andrew F. Davis ,5,2,#N/A,10,
Andrew Jones ,1,1,#N/A,10,
Andrew Jones ,1,1,#N/A,10,
Andrew Lunn ,6,5,#N/A,10,
Andrew Lunn ,6,5,#N/A,10,
Andrew Morton ,2,1,#N/A,10,
Andrew Morton ,2,1,#N/A,10,
Andrew Murray ,2,2,#N/A,10,
Andrew Murray ,2,2,#N/A,10,
Andrey Ignatov ,1,1,#N/A,10,
Andrey Ignatov ,1,1,#N/A,10,
Andrey Shvetsov ,1,1,#N/A,10,
Andrey Shvetsov ,1,1,#N/A,10,
Andrey Smirnov ,12,1,#N/A,10,
Andrey Smirnov ,12,1,#N/A,10,
Andrii Nakryiko ,19,7,#N/A,10,
Andrii Nakryiko ,19,7,#N/A,10,
Andy Shevchenko ,30,2,#N/A,10,
Andy Shevchenko ,30,2,#N/A,10,
Aneesh Kumar K.V ,4,2,#N/A,10,
Aneesh Kumar K.V ,4,2,#N/A,10,
Anilkumar Kolli ,1,1,#N/A,10,
Anilkumar Kolli ,1,1,#N/A,10,
Anirudh Ghayal ,1,1,#N/A,10,
Anirudh Ghayal ,1,1,#N/A,10,
Anirudh Venkataramanan ,4,1,#N/A,10,
Anirudh Venkataramanan ,4,1,#N/A,10,
Anshuman Khandual ,6,1,#N/A,10,
Anshuman Khandual ,6,1,#N/A,10,
Anson Huang ,11,2,#N/A,10,
Anson Huang ,11,2,#N/A,10,
Anthony Koo ,2,1,#N/A,10,
Anthony Koo ,2,1,#N/A,10,
Anthony Mallet ,2,2,#N/A,10,
Anthony Mallet ,2,2,#N/A,10,
Antoine Tenart ,11,2,#N/A,10,
Antoine Tenart ,11,2,#N/A,10,
Anton Eidelman ,1,1,#N/A,10,
Anton Eidelman ,1,1,#N/A,10,
Anup Patel ,5,2,#N/A,10,
Anup Patel ,5,2,#N/A,10,
Anurag Kumar Vulisha ,1,1,#N/A,10,
Anurag Kumar Vulisha ,1,1,#N/A,10,
Ard Biesheuvel ,37,8,#N/A,10,
Ard Biesheuvel ,37,8,#N/A,10,
Aric Cyr ,6,1,#N/A,10,
Aric Cyr ,6,1,#N/A,10,
Arnaldo Carvalho de Melo ,24,2,#N/A,10,
Arnaldo Carvalho de Melo ,24,2,#N/A,10,
Arnaud Pouliquen ,1,1,#N/A,10,
Arnaud Pouliquen ,1,1,#N/A,10,
Arnd Bergmann ,30,14,#N/A,10,
Arnd Bergmann ,30,14,#N/A,10,
Artem Savkov ,1,1,#N/A,10,
Artem Savkov ,1,1,#N/A,10,
Artemy Kovalyov ,2,2,#N/A,10,
Artemy Kovalyov ,2,2,#N/A,10,
Arthur Heymans ,2,1,#N/A,10,
Arthur Heymans ,2,1,#N/A,10,
Arthur Kiyanovski ,9,2,#N/A,10,
Arthur Kiyanovski ,9,2,#N/A,10,
Arun Easi ,1,1,#N/A,10,
Arun Easi ,1,1,#N/A,10,
Arun Parameswaran ,1,1,#N/A,10,
Arun Parameswaran ,1,1,#N/A,10,
Arvind Sankar ,32,1,#N/A,10,
Arvind Sankar ,32,1,#N/A,10,
Aurelien Aptel ,4,2,#N/A,10,
Aurelien Aptel ,4,2,#N/A,10,
Author,1,1,#N/A,10,
Author,1,1,#N/A,10,
Avihai Horon ,2,2,#N/A,10,
Avihai Horon ,2,2,#N/A,10,
Avraham Stern ,1,1,#N/A,10,
Avraham Stern ,1,1,#N/A,10,
Axel Lin ,9,1,#N/A,10,
Axel Lin ,9,1,#N/A,10,
Aya Levin ,4,3,#N/A,10,
Aya Levin ,4,3,#N/A,10,
Baolin Wang ,7,1,#N/A,10,
Baolin Wang ,7,1,#N/A,10,
Baoquan He ,1,1,#N/A,10,
Baoquan He ,1,1,#N/A,10,
Bard Liao ,4,1,#N/A,10,
Bard liao ,1,1,#N/A,10,
Bard Liao ,4,1,#N/A,10,
Bard liao ,1,1,#N/A,10,
Barret Rhoden ,2,1,#N/A,10,
Barret Rhoden ,2,1,#N/A,10,
Bart Van Assche ,5,4,#N/A,10,
Bart Van Assche ,5,4,#N/A,10,
Bartosz Golaszewski ,12,3,#N/A,10,
Bartosz Golaszewski ,12,3,#N/A,10,
Bean Huo ,9,2,#N/A,10,
Bean Huo ,9,2,#N/A,10,
Ben Chuang ,1,1,#N/A,10,
Ben Chuang ,1,1,#N/A,10,
Ben Dooks ,1,1,#N/A,10,
Ben Dooks ,1,1,#N/A,10,
Ben Dooks (Codethink) ,2,1,#N/A,10,
Ben Dooks (Codethink) ,2,1,#N/A,10,
Ben Gardon ,2,1,#N/A,10,
Ben Gardon ,2,1,#N/A,10,
Ben Shelton ,1,1,#N/A,10,
Ben Shelton ,1,1,#N/A,10,
Ben Skeggs ,91,1,#N/A,10,
Ben Skeggs ,91,1,#N/A,10,
Ben Whitten ,1,1,#N/A,10,
Ben Whitten ,1,1,#N/A,10,
Beniamin Bia ,4,2,#N/A,10,
Beniamin Bia ,4,2,#N/A,10,
Benjamin Block ,1,1,#N/A,10,
Benjamin Block ,1,1,#N/A,10,
Benjamin Gaignard ,7,1,#N/A,10,
Benjamin Gaignard ,7,1,#N/A,10,
Benjamin Poirier ,2,2,#N/A,10,
Benjamin Poirier ,2,2,#N/A,10,
Benjamin Thiel ,1,1,#N/A,10,
Benjamin Thiel ,1,1,#N/A,10,
Benjamin Tissoires ,1,1,#N/A,10,
Benjamin Tissoires ,1,1,#N/A,10,
Benoit Parrot ,15,1,#N/A,10,
Benoit Parrot ,15,1,#N/A,10,
Benson Leung ,1,1,#REF!,1,
Benson Leung ,1,1,#REF!,1,
Bernard Metzler ,2,2,#REF!,1,
Bernard Metzler ,2,2,#REF!,1,
Bhagavathi Perumal S ,2,1,#REF!,1,
Bhagavathi Perumal S ,2,1,#REF!,1,
Bharata B Rao ,2,2,#REF!,1,
Bharata B Rao ,2,2,#REF!,1,
Bhaskar Upadhaya ,1,1,#REF!,1,
Bhaskar Upadhaya ,1,1,#REF!,1,
Bhawanpreet Lakha ,4,3,#REF!,1,
Bhawanpreet Lakha ,4,3,#REF!,1,
Bibby Hsieh ,6,2,#REF!,1,
Bibby Hsieh ,6,2,#REF!,1,
Bijan Mottahedeh ,2,2,1,1,
Bijan Mottahedeh ,2,2,1,1,
Biju Das ,1,1,1,1,
Biju Das ,1,1,1,1,
Bin Liu ,2,2,1,1,
Bin Liu ,2,2,1,1,
Bingbu Cao ,2,1,1,1,
Bingbu Cao ,2,1,1,1,
Bj??rn Mork ,2,2,1,1,
Bj??rn Mork ,2,2,1,1,
Bj??rn T??pel ,1,1,1,1,
Bj??rn T??pel ,1,1,1,1,
Bjorn Andersson ,10,2,1,1,
Bjorn Andersson ,10,2,1,1,
Bjorn Helgaas ,17,1,15,15,
Bjorn Helgaas ,17,1,15,15,
Bob Moore ,2,1,15,15,
Bob Moore ,2,1,15,15,
Bob Peterson ,1,1,#N/A,15,
Bob Peterson ,1,1,#N/A,15,
Boqun Feng ,1,1,#N/A,15,
Boqun Feng ,1,1,#N/A,15,
Boris Brezillon ,3,2,#N/A,15,
Boris Brezillon ,3,2,#N/A,15,
Boris Ostrovsky ,6,2,#N/A,15,
Boris Ostrovsky ,6,2,#N/A,15,
Boris Protopopov ,1,1,#N/A,15,
Boris Protopopov ,1,1,#N/A,15,
Borislav Petkov ,4,2,#N/A,15,
Borislav Petkov ,4,2,#N/A,15,
Brahadambal Srinivasan ,1,1,#N/A,15,
Brahadambal Srinivasan ,1,1,#N/A,15,
Brandon Maier ,1,1,#N/A,15,
Brandon Maier ,1,1,#N/A,15,
Brandon Syu ,1,1,#N/A,15,
Brandon Syu ,1,1,#N/A,15,
Brendan Higgins ,9,2,#N/A,15,
Brendan Higgins ,9,2,#N/A,15,
Brett Creeley ,5,2,#N/A,15,
Brett Creeley ,5,2,#N/A,15,
Brian Masney ,1,1,#N/A,15,
Brian Masney ,1,1,#N/A,15,
Brian Norris ,2,2,#N/A,15,
Brian Norris ,2,2,#N/A,15,
Brian Vazquez ,8,4,#N/A,15,
Brian Vazquez ,8,4,#N/A,15,
Bruce Allan ,2,1,#N/A,15,
Bruce Allan ,2,1,#N/A,15,
Bryan O'Donoghue ,4,3,#N/A,15,
Bryan O'Donoghue ,4,3,#N/A,15,
Byungchul Park ,1,1,#N/A,15,
Byungchul Park ,1,1,#N/A,15,
Can Guo ,1,1,#N/A,15,
Can Guo ,1,1,#N/A,15,
Carlo Nonato ,1,1,#N/A,15,
Carlo Nonato ,1,1,#N/A,15,
Carlos Maiolino ,5,1,#N/A,15,
Carlos Maiolino ,5,1,#N/A,15,
Casey Schaufler ,1,1,#N/A,15,
Casey Schaufler ,1,1,#N/A,15,
Catalin Marinas ,4,2,#N/A,15,
Catalin Marinas ,4,2,#N/A,15,
Caz Yokoyama ,1,1,#N/A,15,
Caz Yokoyama ,1,1,#N/A,15,
Cengiz Can ,3,3,#N/A,15,
Cengiz Can ,3,3,#N/A,15,
Cezary Rojewski ,2,2,#N/A,15,
Cezary Rojewski ,2,2,#N/A,15,
Changbin Du ,4,1,#N/A,15,
Changbin Du ,4,1,#N/A,15,
changzhu ,1,1,#N/A,15,
changzhu ,1,1,#N/A,15,
Chanwoo Choi ,2,1,#N/A,15,
Chanwoo Choi ,2,1,#N/A,15,
Chao Yu ,5,2,#N/A,15,
Chao Yu ,5,2,#N/A,15,
Charlene Liu ,1,1,#N/A,15,
Charlene Liu ,1,1,#N/A,15,
Charles Keepax ,12,3,#N/A,15,
Charles Keepax ,12,3,#N/A,15,
chen gong ,3,1,#N/A,15,
chen gong ,3,1,#N/A,15,
Chen Wandun ,5,5,#N/A,15,
Chen Wandun ,5,5,#N/A,15,
Chen Yu ,7,1,#N/A,15,
Chen Yu ,7,1,#N/A,15,
Chen Zhou ,16,3,#N/A,15,
Chen Zhou ,16,3,#N/A,15,
Chengguang Xu ,7,2,#N/A,15,
Chengguang Xu ,7,2,#N/A,15,
chenqiwu ,2,1,#N/A,15,
chenqiwu ,2,1,#N/A,15,
Chen-Tsung Hsieh ,1,1,#N/A,15,
Chen-Tsung Hsieh ,1,1,#N/A,15,
Chen-Yu Tsai ,1,1,#N/A,15,
Chen-Yu Tsai ,1,1,#N/A,15,
Chin-Yen Lee ,8,2,#N/A,15,
Chin-Yen Lee ,8,2,#N/A,15,
Chris Down ,3,2,#N/A,15,
Chris Down ,3,2,#N/A,15,
Chris Mason ,1,1,#N/A,15,
Chris Mason ,1,1,#N/A,15,
Chris Packham ,1,1,#N/A,15,
Chris Packham ,1,1,#N/A,15,
Chris Park ,1,1,#N/A,15,
Chris Park ,1,1,#N/A,15,
Chris Wilson ,44,24,#N/A,1,
Chris Wilson ,44,24,#N/A,1,
Christian Borntraeger ,8,5,#N/A,1,
Christian Borntraeger ,8,5,#N/A,1,
Christian Brauner ,5,4,#N/A,1,
Christian Brauner ,5,4,#N/A,1,
Christian Gromm ,10,1,#N/A,1,
Christian Gromm ,10,1,#N/A,1,
Christian Hewitt ,1,1,#N/A,1,
Christian Hewitt ,1,1,#N/A,1,
Christian K??nig ,2,1,#N/A,1,
Christian K??nig ,2,1,#N/A,1,
Christian Lachner ,1,1,#N/A,1,
Christian Lachner ,1,1,#N/A,1,
Christian Zigotzky ,1,1,#N/A,1,
Christian Zigotzky ,1,1,#N/A,1,
Christina Jacob ,1,1,#N/A,1,
Christina Jacob ,1,1,#N/A,1,
Christoffer Dall ,1,1,#N/A,1,
Christoffer Dall ,1,1,#N/A,1,
Christoph Hellwig ,20,6,#N/A,1,
Christoph Hellwig ,20,6,#N/A,1,
Christoph Paasch ,2,1,#N/A,1,
Christoph Paasch ,2,1,#N/A,1,
Christophe JAILLET ,8,6,#N/A,1,
Christophe JAILLET ,8,6,#N/A,1,
Christophe Leroy ,65,14,#N/A,1,
Christophe Leroy ,65,14,#N/A,1,
Christophe Roullier ,1,1,#N/A,1,
Christophe Roullier ,1,1,#N/A,1,
Chuansheng Liu ,1,1,#N/A,1,
Chuansheng Liu ,1,1,#N/A,1,
Chuck Lever ,17,4,#N/A,1,
Chuck Lever ,17,4,#N/A,1,
Chuhong Yuan ,5,2,#N/A,1,
Chuhong Yuan ,5,2,#N/A,1,
Chunguang Xu ,1,1,#N/A,1,
Chunguang Xu ,1,1,#N/A,1,
Chunyan Zhang ,6,2,#N/A,1,
Chunyan Zhang ,6,2,#N/A,1,
Claudiu Beznea ,23,1,#N/A,1,
Claudiu Beznea ,23,1,#N/A,1,
Clay Chang ,1,1,#N/A,1,
Clay Chang ,1,1,#N/A,1,
Clément Péron ,1,1,#N/A,1,
Clément Péron ,1,1,#N/A,1,
Codrin.Ciubotariu@microchip.com ,1,1,#N/A,1,
Codrin.Ciubotariu@microchip.com ,1,1,#N/A,1,
Colin Ian King ,60,21,#N/A,1,
Colin Ian King ,60,21,#N/A,1,
Coly Li ,15,1,#N/A,1,
Coly Li ,15,1,#N/A,1,
Cong Wang ,11,9,#N/A,1,
Cong Wang ,11,9,#N/A,1,
Corentin Labbe ,5,5,#N/A,1,
Corentin Labbe ,5,5,#N/A,1,
Corey Minyard ,1,1,#N/A,1,
Corey Minyard ,1,1,#N/A,1,
Cristian Marussi ,2,2,#N/A,1,
Cristian Marussi ,2,2,#N/A,1,
Cyril Hrubis ,1,1,#N/A,1,
Cyril Hrubis ,1,1,#N/A,1,
Dafna Hirschfeld ,3,2,#N/A,1,
Dafna Hirschfeld ,3,2,#N/A,1,
Dai Ngo ,1,1,#N/A,1,
Dai Ngo ,1,1,#N/A,1,
Dajun Jin ,1,1,#N/A,1,
Dajun Jin ,1,1,#N/A,1,
Damian van Soelen ,1,1,#N/A,1,
Damian van Soelen ,1,1,#N/A,1,
Damien Le Moal ,6,3,#N/A,1,
Damien Le Moal ,6,3,#N/A,1,
Dan Callaghan ,1,1,#N/A,1,
Dan Callaghan ,1,1,#N/A,1,
Dan Carpenter ,35,28,#N/A,1,
Dan Carpenter ,35,28,#N/A,1,
Dan Lazewatsky ,1,1,#N/A,1,
Dan Lazewatsky ,1,1,#N/A,1,
Dan Moulding ,1,1,#N/A,1,
Dan Moulding ,1,1,#N/A,1,
Dan Murphy ,7,5,#N/A,1,
Dan Murphy ,7,5,#N/A,1,
Dan Williams ,6,1,#N/A,1,
Dan Williams ,6,1,#N/A,1,
dan.carpenter@oracle.com ,1,1,#N/A,1,
dan.carpenter@oracle.com ,1,1,#N/A,1,
Daniel Axtens ,2,1,#N/A,1,
Daniel Axtens ,2,1,#N/A,1,
Daniel Borkmann ,6,2,#N/A,5,
Daniel Borkmann ,6,2,#N/A,5,
Daniel Campello ,1,1,#N/A,5,
Daniel Campello ,1,1,#N/A,5,
Daniel Díaz ,1,1,#N/A,5,
Daniel Díaz ,1,1,#N/A,5,
Daniel Drake ,1,1,#N/A,5,
Daniel Drake ,1,1,#N/A,5,
Daniel Golle ,1,1,#N/A,5,
Daniel Golle ,1,1,#N/A,5,
Daniel Jordan ,2,1,#N/A,5,
Daniel Jordan ,2,1,#N/A,5,
Daniel Kolesa ,1,1,#N/A,5,
Daniel Kolesa ,1,1,#N/A,5,
Daniel Lezcano ,6,1,#N/A,5,
Daniel Lezcano ,6,1,#N/A,5,
Daniel Rosenberg ,3,1,#N/A,5,
Daniel Rosenberg ,3,1,#N/A,5,
Daniel Thompson ,1,1,#N/A,5,
Daniel Thompson ,1,1,#N/A,5,
Daniel Verkamp ,2,1,#N/A,5,
Daniel Verkamp ,2,1,#N/A,5,
Daniel Vetter ,5,1,#N/A,5,
Daniel Vetter ,5,1,#N/A,5,
Daniel W. S. Almeida ,12,1,#N/A,5,
Daniel W. S. Almeida ,12,1,#N/A,5,
Daniel Wagner ,3,1,#N/A,5,
Daniel Wagner ,3,1,#N/A,5,
Daniele Palmas ,2,1,#N/A,5,
Daniele Palmas ,2,1,#N/A,5,
Danit Goldberg ,1,1,#N/A,5,
Danit Goldberg ,1,1,#N/A,5,
Darrick J. Wong ,23,2,#N/A,5,
Darrick J. Wong ,23,2,#N/A,5,
Dave Airlie ,47,1,#N/A,53,
Dave Airlie ,47,1,#N/A,53,
Dave Ertman ,2,1,#N/A,53,
Dave Ertman ,2,1,#N/A,53,
Dave Hansen ,5,2,#N/A,53,
Dave Hansen ,5,2,#N/A,53,
Dave Jiang ,13,3,#N/A,53,
Dave Jiang ,13,3,#N/A,53,
Dave Martin ,1,1,#N/A,53,
Dave Martin ,1,1,#N/A,53,
David Ahern ,1,1,#N/A,53,
David Ahern ,1,1,#N/A,53,
David Engraf ,1,1,#N/A,53,
David Engraf ,1,1,#N/A,53,
David Hildenbrand ,17,6,#N/A,53,
David Hildenbrand ,17,6,#N/A,53,
David Howells ,21,12,#N/A,53,
David Howells ,21,12,#N/A,53,
David Michael ,1,1,#N/A,53,
David Michael ,1,1,#N/A,53,
David Rientjes ,2,2,#N/A,53,
David Rientjes ,2,2,#N/A,53,
David S. Miller ,114,3,#N/A,132,
David S. Miller ,114,3,#N/A,132,
David Sterba ,8,2,#N/A,132,
David Sterba ,8,2,#N/A,132,
David Woodhouse ,1,1,#N/A,132,
David Woodhouse ,1,1,#N/A,132,
Davide Caratti ,6,6,#N/A,132,
Davide Caratti ,6,6,#N/A,132,
Davidlohr Bueso ,1,1,#N/A,132,
Davidlohr Bueso ,1,1,#N/A,132,
Dejin Zheng ,4,2,#N/A,132,
Dejin Zheng ,4,2,#N/A,132,
Dennis Dalessandro ,1,1,#N/A,132,
Dennis Dalessandro ,1,1,#N/A,132,
Dennis Li ,6,1,#N/A,132,
Dennis Li ,6,1,#N/A,132,
Dennis Zhou ,24,1,#N/A,132,
Dennis Zhou ,24,1,#N/A,132,
Desnes A. Nunes do Rosario ,1,1,#N/A,132,
Desnes A. Nunes do Rosario ,1,1,#N/A,132,
Devulapally Shiva Krishna ,1,1,#N/A,132,
Devulapally Shiva Krishna ,1,1,#N/A,132,
Dexuan Cui ,9,2,#N/A,132,
Dexuan Cui ,9,2,#N/A,132,
Dilip Kota ,1,1,#N/A,132,
Dilip Kota ,1,1,#N/A,132,
Dillon Brock ,1,1,#N/A,132,
Dillon Brock ,1,1,#N/A,132,
Dinh Nguyen ,1,1,#N/A,132,
Dinh Nguyen ,1,1,#N/A,132,
Dirk Behme ,1,1,#N/A,132,
Dirk Behme ,1,1,#N/A,132,
Dmitry Bezrukov ,1,1,#N/A,132,
Dmitry Bezrukov ,1,1,#N/A,132,
Dmitry Bogdanov ,3,3,#N/A,132,
Dmitry Bogdanov ,3,3,#N/A,132,
Dmitry Monakhov ,3,1,#N/A,132,
Dmitry Monakhov ,3,1,#N/A,132,
Dmitry Osipenko ,18,3,#N/A,132,
Dmitry Osipenko ,18,3,#N/A,132,
Dmitry Safonov ,14,2,#N/A,132,
Dmitry Safonov ,14,2,#N/A,132,
Dmitry Torokhov ,4,1,#N/A,2,
Dmitry Torokhov ,4,1,#N/A,2,
Dmitry Vyukov ,1,1,#N/A,2,
Dmitry Vyukov ,1,1,#N/A,2,
Dmitry Yakunin ,2,1,#N/A,2,
Dmitry Yakunin ,2,1,#N/A,2,
Dmytro Laktyushkin ,1,1,#N/A,2,
Dmytro Laktyushkin ,1,1,#N/A,2,
Dmytro Linkin ,2,2,#N/A,2,
Dmytro Linkin ,2,2,#N/A,2,
Dominik Czarnota ,1,1,#N/A,2,
Dominik Czarnota ,1,1,#N/A,2,
Dongdong Liu ,1,1,#N/A,2,
Dongdong Liu ,1,1,#N/A,2,
Dongli Zhang ,3,1,#N/A,2,
Dongli Zhang ,3,1,#N/A,2,
Dor Askayo ,1,1,#N/A,2,
Dor Askayo ,1,1,#N/A,2,
Doug Smythies ,2,1,#N/A,2,
Doug Smythies ,2,1,#N/A,2,
Douglas Anderson ,20,8,#N/A,2,
Douglas Anderson ,20,8,#N/A,2,
Dr. David Alan Gilbert ,5,1,#N/A,2,
Dr. David Alan Gilbert ,5,1,#N/A,2,
Dragos Tarcatu ,2,2,#N/A,2,
Dragos Tarcatu ,2,2,#N/A,2,
Eddie James ,7,1,#N/A,2,
Eddie James ,7,1,#N/A,2,
Edward Cree ,1,1,#N/A,2,
Edward Cree ,1,1,#N/A,2,
Edwin Peer ,1,1,#N/A,2,
Edwin Peer ,1,1,#N/A,2,
Eelco Chaudron ,1,1,#N/A,2,
Eelco Chaudron ,1,1,#N/A,2,
Egor Pomozov ,1,1,#N/A,2,
Egor Pomozov ,1,1,#N/A,2,
EJ Hsu ,1,1,#N/A,2,
EJ Hsu ,1,1,#N/A,2,
Eli Cohen ,1,1,#N/A,2,
Eli Cohen ,1,1,#N/A,2,
Emil Velikov ,3,1,#N/A,2,
Emil Velikov ,3,1,#N/A,2,
Emmanuel Grumbach ,2,2,#N/A,2,
Emmanuel Grumbach ,2,2,#N/A,2,
Enric Balletbo i Serra ,3,2,#N/A,2,
Enric Balletbo i Serra ,3,2,#N/A,2,
Eran Ben Elisha ,3,1,#N/A,2,
Eran Ben Elisha ,3,1,#N/A,2,
Erdem Aktas ,1,1,#N/A,2,
Erdem Aktas ,1,1,#N/A,2,
